score,time_taken,attempts,avg_user_score,tasks_completed_today,account_age_days,previous_rewards,time_of_day,fraud
5,176,1,12,0,315,9,18,0
24,216,2,9,1,152,15,8,0
0,291,1,16,1,156,8,15,0
16,74,2,19,3,293,7,6,0
7,525,5,6,0,21,14,14,0
18,166,5,19,3,161,6,11,1
20,315,1,9,1,339,18,3,0
0,404,1,12,3,156,3,5,0
4,83,2,6,3,143,8,5,0
15,196,2,5,8,257,18,14,0
5,583,3,19,8,107,1,2,0
7,346,3,8,0,284,6,1,0
12,577,3,8,4,50,18,4,0
15,249,1,13,6,35,5,7,0
2,542,3,7,3,224,14,18,0
18,150,1,8,4,156,6,20,0
11,274,5,7,1,191,5,15,0
15,148,4,6,2,184,0,18,0
10,468,5,8,6,237,13,22,0
9,79,1,18,9,297,0,15,0
24,394,1,12,6,323,5,5,0
19,207,4,5,3,304,17,21,0
3,214,2,12,0,342,16,0,0
11,577,2,12,0,58,1,17,0
22,440,2,19,3,39,7,21,0
1,334,3,7,3,241,1,7,0
23,451,2,18,5,25,15,4,0
21,297,3,14,6,316,3,11,0
18,235,3,14,8,117,1,17,0
24,73,2,16,8,342,4,4,0
4,569,2,16,9,240,16,21,0
7,507,4,10,4,175,1,12,0
6,69,4,17,9,340,13,20,0
13,406,3,17,2,228,19,21,0
23,266,4,8,2,253,6,11,0
22,586,3,17,5,111,14,15,0
2,248,1,5,0,241,17,13,0
17,47,3,18,6,224,12,10,0
15,34,3,5,2,298,11,8,0
22,419,4,9,4,52,1,22,0
18,470,1,16,6,221,11,9,0
18,580,5,12,6,304,5,15,0
17,426,5,5,8,288,0,18,0
19,366,5,6,0,152,0,9,1
15,392,1,11,2,118,14,20,0
7,167,2,12,8,279,15,3,0
0,578,1,16,7,135,6,20,0
16,442,4,18,1,209,13,7,0
11,57,3,7,7,127,18,10,0
20,337,3,15,7,293,18,5,0
10,442,4,16,1,7,12,3,0
4,440,4,17,7,222,11,20,0
11,65,3,12,2,77,0,22,0
16,586,2,5,6,338,11,23,0
5,277,2,13,8,351,3,4,0
0,78,2,16,3,278,14,17,0
4,458,4,6,5,334,15,21,0
24,266,3,18,8,338,14,2,0
13,499,3,17,4,227,7,6,0
4,58,3,6,0,275,18,23,0
21,325,1,8,2,351,14,21,0
23,422,1,16,8,295,17,11,0
0,443,5,14,2,117,10,2,0
17,11,1,7,9,292,8,16,0
15,154,2,8,1,271,0,2,0
8,375,2,10,3,157,8,10,0
18,429,2,11,4,60,11,5,0
21,582,2,9,6,184,1,10,0
4,570,5,6,6,144,10,3,0
1,453,2,7,8,161,13,16,0
14,443,4,14,7,89,1,21,0
6,564,4,15,1,16,14,0,0
3,66,4,7,7,249,17,11,0
0,571,1,18,7,98,13,23,0
12,187,3,9,4,104,11,2,0
19,302,5,16,2,300,9,15,0
21,55,4,15,8,235,13,2,0
6,179,4,16,6,307,14,13,0
14,280,2,9,0,274,4,16,0
22,426,4,8,7,261,1,18,0
13,148,2,12,9,239,5,6,0
22,256,2,10,4,262,11,23,0
18,157,3,10,5,332,1,10,0
21,239,1,5,8,115,3,15,0
23,383,2,10,9,268,6,23,0
19,89,2,7,7,12,15,18,0
23,74,3,17,2,73,0,4,0
17,97,2,10,4,362,0,0,0
9,97,5,14,3,305,13,23,0
8,213,1,17,0,178,10,9,0
24,391,5,15,4,260,11,17,0
7,485,4,17,9,259,10,9,0
9,582,1,10,6,270,5,0,0
16,548,4,6,0,320,11,12,0
1,223,2,5,3,120,11,3,0
5,83,3,15,5,169,9,11,0
4,70,5,19,8,68,7,23,0
8,552,4,7,7,59,19,15,0
4,228,2,9,1,130,18,18,0
17,21,5,19,2,266,6,11,0
19,424,5,19,9,75,13,5,1
8,41,4,8,4,90,3,15,0
16,169,2,11,6,357,0,11,0
16,246,3,8,2,154,7,23,0
11,190,4,12,6,218,4,9,0
6,567,5,11,4,28,7,4,0
2,350,5,14,9,130,7,18,1
9,467,1,13,5,66,6,11,0
1,89,2,5,5,144,18,7,0
24,482,1,19,3,313,3,3,0
2,121,3,9,7,277,19,6,0
15,301,4,17,8,103,5,23,0
1,392,5,8,1,314,11,22,0
23,26,2,10,8,37,17,4,0
9,502,5,5,3,249,11,10,0
5,340,1,10,5,156,17,16,0
21,495,1,5,6,132,2,23,0
10,415,4,18,3,47,9,20,0
22,126,2,18,7,195,6,2,0
6,564,2,5,9,103,2,1,0
14,124,4,12,7,328,18,18,0
5,558,1,6,0,171,12,1,0
19,556,1,14,7,89,3,13,0
8,345,1,17,9,246,9,0,0
21,345,5,18,2,58,5,15,0
19,156,3,10,4,105,0,14,0
11,131,1,18,9,180,5,17,0
18,90,3,10,7,69,7,1,0
19,384,3,10,5,302,14,10,0
2,579,2,12,3,153,7,20,0
14,72,4,8,3,25,5,16,0
1,513,5,7,3,35,18,12,0
20,458,3,10,5,15,13,11,0
1,437,5,8,6,106,1,23,0
21,436,2,6,4,218,6,1,0
2,430,1,10,9,74,7,21,0
5,331,3,14,7,344,9,20,0
14,175,4,9,6,285,12,17,0
9,470,2,15,7,38,19,9,0
8,468,5,13,3,197,0,11,0
0,198,1,15,7,280,8,16,0
15,473,5,10,5,275,9,21,0
5,388,4,18,2,174,19,13,0
8,11,3,7,7,305,1,21,0
3,373,4,15,6,44,19,18,0
1,81,5,9,9,154,10,12,1
3,436,5,19,4,153,4,23,0
0,179,4,14,3,291,17,2,0
18,214,4,12,0,142,6,7,0
24,346,4,13,9,256,2,4,0
9,481,1,12,2,312,15,21,0
20,204,5,19,1,134,14,11,0
14,284,2,7,7,32,7,0,0
21,16,1,13,7,26,19,20,0
18,575,1,7,4,255,4,15,0
15,582,1,12,4,223,2,11,0
20,187,2,14,3,56,4,22,0
23,251,4,13,0,293,8,16,0
21,212,5,11,0,125,15,8,0
3,552,3,8,5,230,13,12,0
1,471,3,14,3,53,17,22,0
24,89,5,19,3,101,6,3,0
12,532,2,13,2,334,14,3,0
0,426,3,7,8,292,7,14,0
16,393,1,19,2,357,2,9,0
12,400,3,7,7,267,10,22,0
3,135,5,6,1,283,19,5,0
6,503,1,14,3,2,17,2,0
16,56,3,19,0,22,14,14,0
8,485,5,7,4,66,9,5,0
3,473,2,5,1,212,2,10,0
18,132,5,19,0,236,14,1,0
0,483,2,8,0,17,5,1,0
9,143,1,12,1,14,10,0,0
3,571,5,9,4,7,10,10,0
8,32,4,6,8,335,18,4,0
12,575,4,7,5,222,2,5,0
13,244,4,5,3,104,12,2,0
9,68,4,6,2,1,7,19,0
5,173,4,5,7,287,10,4,0
15,225,2,6,2,247,10,19,0
5,192,5,7,0,91,12,8,0
16,578,1,5,3,314,2,18,0
9,99,4,15,4,312,5,4,0
17,320,4,13,4,214,9,22,0
21,566,1,14,4,43,18,11,0
17,266,1,9,7,74,11,11,0
2,542,4,12,7,242,13,15,0
19,542,2,9,3,49,10,6,0
20,61,1,12,8,364,9,13,0
24,347,5,11,0,316,2,21,0
14,180,5,16,4,222,12,8,0
14,76,2,8,4,350,17,14,0
3,309,3,19,4,144,12,22,0
8,241,2,11,7,329,13,10,0
18,77,4,10,8,209,13,3,0
23,515,3,7,2,99,6,10,0
16,37,4,13,8,188,11,8,0
10,60,5,16,7,114,3,5,0
24,269,1,14,2,175,15,16,0
8,595,4,19,1,271,18,8,0
9,193,5,17,3,63,9,22,1
17,32,2,13,1,284,15,5,0
19,138,4,18,3,225,4,5,0
12,300,5,9,4,161,15,3,0
7,510,1,12,1,36,0,19,0
6,195,4,11,7,141,4,10,0
16,488,5,13,0,318,12,2,0
20,580,4,11,2,196,12,23,0
22,501,1,8,6,151,2,23,0
14,522,4,8,9,269,16,17,0
19,76,4,15,0,344,18,15,0
14,476,5,12,1,40,4,20,0
0,294,3,10,2,238,4,15,0
24,426,4,13,1,222,14,11,0
13,109,3,18,1,281,9,13,0
4,198,2,14,5,225,11,8,0
10,397,4,18,6,154,10,6,0
15,250,3,11,5,280,0,13,0
1,426,2,11,5,353,2,19,0
7,185,5,8,8,39,3,19,0
10,396,4,7,7,217,18,9,0
17,480,5,12,7,244,19,10,0
2,242,2,11,5,109,2,6,0
0,461,5,8,4,61,17,18,0
10,286,5,17,8,198,2,18,0
15,238,1,8,1,276,6,20,0
17,180,2,5,6,172,0,10,0
15,222,5,15,5,272,18,5,0
22,291,3,11,6,271,17,7,0
9,50,2,5,3,42,1,0,0
17,131,1,14,8,189,11,22,0
5,236,4,14,6,260,16,7,0
18,303,5,8,1,152,2,4,0
3,276,3,15,3,131,11,9,0
12,550,1,18,4,114,11,1,0
23,460,2,7,1,222,5,3,0
13,458,5,15,9,54,9,21,1
2,70,1,7,7,338,5,1,0
9,511,1,16,0,296,13,14,0
5,156,3,5,2,42,1,19,0
0,343,4,8,0,93,10,9,0
22,151,4,18,4,260,14,20,0
23,53,4,5,7,281,7,23,0
13,153,2,18,6,356,12,23,0
7,342,1,17,8,192,18,1,0
18,506,2,17,1,125,9,5,0
13,405,1,12,7,296,8,21,0
9,64,3,19,7,348,17,13,0
16,316,3,19,5,341,6,4,0
8,432,2,5,2,35,2,23,0
5,426,2,16,1,47,11,1,0
10,334,3,18,7,153,14,13,0
24,89,5,10,5,238,12,12,0
6,40,4,11,3,5,5,1,0
16,121,4,19,4,125,7,22,0
0,567,3,14,4,328,13,8,0
21,573,4,18,8,87,2,2,0
4,481,5,16,8,3,15,14,1
8,83,5,6,7,165,17,22,0
17,562,1,8,7,223,16,2,0
23,488,2,15,1,349,17,11,0
20,598,4,18,2,297,9,5,0
1,396,5,7,7,343,16,18,0
10,573,2,17,4,341,15,16,0
5,442,2,17,6,25,1,5,0
7,421,1,13,7,39,19,18,0
3,476,2,18,5,105,3,16,0
17,257,2,11,4,5,10,15,0
10,590,3,6,7,136,6,20,0
4,129,1,15,0,4,16,7,0
14,76,1,16,0,169,18,23,0
17,582,4,10,0,316,5,23,0
1,336,2,13,2,310,9,18,0
21,479,4,16,9,78,3,7,0
10,502,5,7,5,19,0,19,0
24,295,2,18,5,205,6,14,0
12,321,5,19,4,355,15,7,0
3,318,3,15,6,324,16,2,0
21,106,2,10,4,33,4,15,0
6,122,4,18,1,150,9,2,0
10,465,4,7,3,193,6,0,0
21,472,2,7,0,139,12,7,0
23,141,4,8,6,272,6,23,0
3,130,2,13,3,196,14,8,0
14,206,1,15,3,127,16,21,0
0,491,4,17,3,349,2,11,0
22,48,2,12,2,231,4,17,0
2,575,2,5,7,44,9,16,0
13,521,4,17,3,230,4,7,0
5,483,1,16,7,216,6,19,0
17,170,4,15,8,244,6,10,0
24,298,2,5,0,9,13,6,0
0,209,1,11,3,250,14,13,0
5,537,5,7,5,200,4,9,0
5,512,3,18,7,334,4,14,0
20,257,4,15,5,79,3,11,0
15,392,2,11,5,245,19,19,0
4,227,1,13,9,190,8,16,0
16,96,1,7,3,86,11,7,0
9,91,5,7,8,271,15,13,0
20,71,4,6,6,262,7,14,0
17,509,1,14,5,1,8,10,0
6,51,5,5,0,20,11,11,0
2,21,2,13,1,130,19,19,0
12,124,5,10,5,326,6,15,0
14,227,4,10,0,258,3,19,0
19,115,5,12,4,131,2,17,0
18,537,1,15,0,7,0,9,0
2,481,1,9,2,340,6,18,0
3,396,3,13,6,241,8,17,0
4,235,5,19,4,192,1,0,0
0,490,2,15,9,310,6,21,0
3,417,4,9,0,297,9,3,0
11,466,3,6,0,115,1,22,0
23,30,5,10,7,102,12,6,0
9,212,2,19,8,338,2,0,0
22,426,3,13,6,319,12,7,0
24,425,1,7,2,1,9,16,0
20,457,4,14,5,25,11,7,0
19,521,5,8,2,209,2,4,0
23,94,2,14,9,143,19,0,0
24,176,1,15,3,197,5,14,0
12,393,3,12,3,145,2,3,0
22,477,4,10,2,149,1,6,0
13,81,3,17,9,181,13,13,0
22,530,3,11,5,55,14,11,0
4,482,2,11,4,363,17,20,0
3,267,1,8,8,138,18,2,0
13,284,5,19,8,209,9,19,0
9,29,2,16,2,185,19,17,0
16,499,4,10,8,65,16,7,0
9,499,3,16,2,37,16,1,0
6,335,4,13,3,112,18,5,0
15,538,2,7,0,263,3,6,0
0,98,2,12,4,76,10,6,0
16,495,5,11,8,296,16,12,0
20,359,3,8,1,178,9,0,0
8,93,2,14,3,254,16,7,0
5,396,4,17,9,1,11,22,1
18,96,5,7,1,148,9,12,0
12,316,4,18,7,364,9,23,0
2,163,3,11,8,159,5,19,0
6,449,5,14,2,324,16,23,0
21,273,5,13,8,268,18,18,0
8,430,5,16,5,150,1,16,0
21,502,1,14,5,129,3,12,0
4,420,5,7,6,126,17,15,0
9,182,4,19,4,1,3,23,0
22,13,4,14,5,117,5,14,0
16,481,3,13,0,149,13,10,0
11,119,2,17,2,269,6,11,0
22,46,2,12,8,189,11,21,0
